Team Number,Advisor,Problem,Ranking,Institution ID
37346,Kun Wang,B,Successful Participant,12
37347,Tong Zhang,B,Meritorious,339
37348,Dan Wang,A,Honorable Mention,541
37349,Sida Zhang,A,Honorable Mention,1
37350,Dan Wang,A,Successful Participant,541
37351,Dan Wang,A,Honorable Mention,541
37352,Tong Zhang,A,Honorable Mention,339
37353,Zhujun Fan,B,Successful Participant,28
37354,Dan Wang,D,Meritorious,541
37355,Yanhui Li,A,Honorable Mention,28
37356,Ya Xu,C,Honorable Mention,9
37357,Ruifeng Shi,A,Successful Participant,70
37358,Wei Pu,A,Honorable Mention,12
37359,Yuqin Zhang,D,Honorable Mention,303
37360,Tong Zhang,D,Honorable Mention,339
37361,Shichao Luo,A,Honorable Mention,536
37362,Shike Chen,A,Honorable Mention,503
37363,Peixing Li,C,Honorable Mention,28
37364,Xianfeng Wang,B,Honorable Mention,9
37365,Jun Yang,D,Honorable Mention,6
37366,Wenling Li,C,Meritorious,339
37368,Feng Sun,B,Honorable Mention,536
37369,shunwei Xu,D,Honorable Mention,339
37370,Jing Li,D,Honorable Mention,128
37371,Yuchang Yuan,A,Honorable Mention,98
37372,yanfang Wang,D,Honorable Mention,339
37373,Yuchang Yuan,B,Meritorious,98
37374,Jien Deng,D,Honorable Mention,339
37375,Zhuangchu Luo,A,Honorable Mention,25
37376,Yuchang Yuan,A,Successful Participant,98
37377,Yuchang Yuan,A,Successful Participant,98
37378,HongZhi Zhang,A,Honorable Mention,548
37379,Yuchang Yuan,A,Successful Participant,98
37380,Tong Zhang,A,Honorable Mention,339
37381,Zhendong Huang,A,Honorable Mention,548
37382,Yuchang Yuan,B,Honorable Mention,98
37383,shaohui zhang,A,Successful Participant,33
37384,lianzu jiao,B,Honorable Mention,33
37386,Yiqi Luo,D,Successful Participant,20
37387,Junxiang Cheng,B,Successful Participant,339
37388,Qiong Zhao,A,Successful Participant,549
37389,ZHIZHANG ZHANG,A,Successful Participant,549
37390,PEISHENG YAN,D,Honorable Mention,549
37391,Dongdong Xiang,A,Successful Participant,66
37392,Yong Xu,A,Honorable Mention,548
37393,Wei Xiaoyan,B,Successful Participant,550
37394,Wang Yubao,D,Honorable Mention,548
37395,Zhaoliang Wang,A,Honorable Mention,339
37396,Zeng Xia,A,Successful Participant,550
37397,Wenling Li,B,Honorable Mention,339
37398,Yuanming Hu,A,Successful Participant,25
37399,Zhengyang Mei,D,Meritorious,262
37400,Zhang Gaofei,A,Successful Participant,57
37401,Wang Lei,A,Successful Participant,551
37402,Yuanming Hu,B,Successful Participant,25
37403,wang yubao,A,Successful Participant,552
37404,Wenling Li,A,Successful Participant,339
37405,Yanfang Wang,A,Successful Participant,339
37406,Lianzu Jiao,A,Successful Participant,33
37407,GENG LIN,A,Successful Participant,549
37408,Peng Lu,D,Successful Participant,1
37409,Yanfang Wang,B,Successful Participant,339
37410,Haibin Duan,B,Honorable Mention,1
37411,Dan Wang,D,Successful Participant,541
37412,Lu Wang,A,Successful Participant,12
37413,Baodong LIU,A,Honorable Mention,210
37414,Dan Wang,D,Honorable Mention,541
37415,Dan Wang,D,Meritorious,541
37416,Yuanming Hu,A,Honorable Mention,25
37417,Dan Wang,A,Successful Participant,541
37418,X.Q. Hu,A,Honorable Mention,25
37419,Dan Wang,D,Honorable Mention,541
37420,Dan Wang,B,Successful Participant,541
37421,Yuanming Hu,A,Honorable Mention,25
37422,Dan Wang,B,Honorable Mention,541
37423,Dan Wang,A,Meritorious,541
37424,Liuqiang Zhong,A,Successful Participant,33
37425,Dan Wang,A,Meritorious,541
37426,Dan Wang,C,Meritorious,541
37427,Dan Wang,A,Honorable Mention,541
37428,yingzhe wang,B,Successful Participant,50
37429,Zheng Yin,A,Successful Participant,16
37430,ChangHong Xue,A,Successful Participant,12
37431,Zhiyi Tan,A,Honorable Mention,553
37432,Haizhou Song,B,Successful Participant,512
37433,Hui Zhao,A,Meritorious,554
37434,Yue Zhao,B,Successful Participant,256
37435,Liuyi Zhong,B,Successful Participant,25
37436,Andrew James Jarrett,D,Meritorious,39
37437,Ying qi Tao,B,Successful Participant,555
37438,Xiaowei Chen,D,Honorable Mention,9
37439,Li Cui,C,Successful Participant,50
37440,Yong ZUO,C,Meritorious,6
37441,Li Cui,B,Successful Participant,50
37442,Xiuqing Chen,A,Honorable Mention,6
37443,Junhai Ma,C,Successful Participant,303
37444,Xinqi Hu,A,Meritorious,25
37445,Hongtao Zhao,C,Meritorious,70
37446,Lu Wang,B,Successful Participant,12
37447,Zhongwei Si,A,Honorable Mention,6
37448,Yanhui Guan,A,Successful Participant,28
37449,Yuchang Yuan,A,Successful Participant,98
37450,Jianyong Mu,A,Successful Participant,231
37451,Xiaowei Chen,B,Honorable Mention,9
37452,Yanhui Li,A,Successful Participant,28
37453,Yajie Li,D,Honorable Mention,6
37454,Fugui Wang,A,Successful Participant,556
37455,Hongtao Zhao,A,Successful Participant,70
37456,Jianyong Mu,A,Successful Participant,231
37457,Liuyi Zhong,D,Successful Participant,25
37458,HuiFeng SHI,B,Successful Participant,261
37459,Xuelin Yong,B,Successful Participant,70
37460,Qiru Wang,D,Successful Participant,28
37461,Wei Feng,D,Successful Participant,1
37462,Tao Ban,B,Successful Participant,339
37463,Baodong LIU,D,Successful Participant,210
37464,HuiFeng SHI,A,Honorable Mention,261
37465,Hongtao Zhao,D,Successful Participant,70
37466,HuiFeng SHI,B,Honorable Mention,261
37467,Hongtao Zhao,A,Successful Participant,70
37468,Chuanhua Wei,B,Successful Participant,128
37469,Baodong LIU,A,Meritorious,210
37470,Nan Li,A,Successful Participant,242
37471,HuiFeng SHI,A,Honorable Mention,261
37472,JingGang LIU,C,Honorable Mention,261
37473,Yuecai Han,D,Successful Participant,242
37474,Po Zhang,A,Successful Participant,70
37475,Shunwei Xu,B,Honorable Mention,339
37476,HuiFeng SHI,B,Honorable Mention,261
37477,Zhuangchu Luo,A,Meritorious,25
37478,Wang Lei,A,Successful Participant,550
37479,HuiFeng SHI,A,Honorable Mention,261
37480,Xiaolong Jiang,A,Honorable Mention,28
37481,JingGang LIU,D,Meritorious,261
37482,Xianfeng Wang,A,Honorable Mention,9
37483,Zhang Hongzhi,A,Successful Participant,550
37484,Yan Peisheng,C,Successful Participant,550
37485,Po Zhang,B,Honorable Mention,70
37486,Yang keling,A,Successful Participant,550
37487,JingGang LIU,D,Successful Participant,261
37488,JingGang LIU,A,Honorable Mention,261
37489,Meiling Zhao,D,Successful Participant,261
37490,Aijiao Deng,A,Honorable Mention,25
37491,Meiling Zhao,A,Successful Participant,261
37492,Po Zhang,A,Honorable Mention,70
37493,Jien Deng,B,Honorable Mention,339
37494,Xu Jianhao,B,Successful Participant,550
37495,JingGang LIU,A,Honorable Mention,261
37496,Xu Jianhao,A,Honorable Mention,550
37497,Chen Zhanbo,D,Successful Participant,550
37498,Meiling Zhao,D,Honorable Mention,261
37499,Guangdong Huang,C,Successful Participant,557
37500,Yueliang Xu,B,Successful Participant,12
37501,Shaoxian Xu,A,Successful Participant,558
37502,Yanhui Guan,A,Honorable Mention,28
37503,Meiling Zhao,C,Honorable Mention,261
37504,Po Zhang,A,Honorable Mention,70
37505,Baodong Liu,D,Successful Participant,210
37506,Huabiao Yan,A,Honorable Mention,559
37507,Longge Zhang,A,Meritorious,261
37508,Yunlong Sun,D,Meritorious,16
37509,Meiling Zhao,A,Honorable Mention,261
37510,Junxiang Cheng,A,Honorable Mention,339
37512,Yuhong Yang,C,Honorable Mention,25
37513,Po Zhang,D,Honorable Mention,70
37514,JingGang LIU,D,Meritorious,261
37515,Ronghua Guan,A,Honorable Mention,261
37516,Longge Zhang,A,Successful Participant,261
37517,JingGang LIU,D,Honorable Mention,261
37518,Huabiao Yan,A,Successful Participant,559
37519,Shaoxian Xu,B,Honorable Mention,558
37520,Wantao Jia,C,Successful Participant,21
37521,Ronghua Guan,A,Successful Participant,261
37522,Longge Zhang,A,Successful Participant,261
37523,Shaoxian Xu,D,Successful Participant,558
37524,WENG YANG,A,Successful Participant,560
37525,Longge Zhang,A,Successful Participant,261
37526,Zhaoliang Wang,D,Honorable Mention,339
37527,Qian KONG,D,Honorable Mention,261
37528,Longge Zhang,A,Successful Participant,261
37529,Qian KONG,A,Successful Participant,261
37530,Po Zhang,D,Successful Participant,70
37531,Longge Zhang,A,Successful Participant,261
37532,Yuanming Hu,A,Successful Participant,25
37533,Qian KONG,A,Honorable Mention,261
37534,Po Zhang,A,Successful Participant,70
37535,Jinwei SHI,D,Honorable Mention,561
37536,Qian KONG,A,Honorable Mention,261
37537,Jinwei SHI,D,Honorable Mention,561
37538,Jinwei SHI,C,Honorable Mention,561
37539,Qian KONG,D,Meritorious,261
37540,Qian KONG,A,Honorable Mention,261
37541,Yulong Liu,A,Successful Participant,47
37542,Liuyi Zhong,D,Successful Participant,562
37543,Duokui Yan,A,Successful Participant,1
37544,Yong Zuo,A,Honorable Mention,6
37545,Yongzhi Wang,A,Successful Participant,22
37546,Zhaoliang Wang,B,Meritorious,339
37547,Jinwu Gao,A,Successful Participant,39
37548,Changliang Zou,B,Honorable Mention,9
37549,Junwan Yin,A,Honorable Mention,6
37550,Junxiang Cheng,A,Honorable Mention,339
37551,Hongtao Lu,A,Honorable Mention,214
37552,Xu Jing,A,Honorable Mention,378
37553,fushan Li,A,Successful Participant,563
37554,Bo Zhou,B,Meritorious,10
37555,Zhu Hailong,A,Successful Participant,378
37556,Zhifeng Gao,A,Successful Participant,554
37557,ZongFei Fu,A,Meritorious,564
37558,Huiliang Luo,A,Honorable Mention,565
37559,Xiaoming Fan,B,Honorable Mention,138
37560,Jiajun Zhang,A,Successful Participant,28
37561,Junxue Jia,A,Honorable Mention,39
37562,Xue Li,C,Successful Participant,53
37563,Wenbo Zhang,A,Honorable Mention,6
37564,Shunwei Xu,A,Successful Participant,339
37565,Haiyang Liu,A,Successful Participant,6
37566,Xiaodan He,D,Honorable Mention,53
37567,YuanMing Hu,A,Successful Participant,25
37568,Chongshuang Chen,A,Honorable Mention,12
37569,Yumei Xue,A,Successful Participant,1
37570,Hunan Li,C,Successful Participant,33
37571,Xinqi Hu,A,Meritorious,25
37572,Ruojing Jiang,A,Successful Participant,26
37573,Liuyi Zhong,A,Successful Participant,25
37574,Xue Li,C,Honorable Mention,53
37575,QI ZHANG,D,Successful Participant,566
37576,Yundong Gu,A,Successful Participant,70
37577,Guangdong Huang,D,Honorable Mention,567
37578,Feng Wang,A,Successful Participant,568
37579,Yuanming Hu,A,Meritorious,569
37580,Aihua Li,B,Successful Participant,138
37581,Zhenbing Zhao,B,Successful Participant,261
37582,Zhenbing Zhao,D,Meritorious,261
37583,Daojiang He,B,Honorable Mention,570
37584,Xiaojun Pei,B,Successful Participant,6
37585,Zhenbing Zhao,C,Successful Participant,261
37586,Linping Peng,A,Successful Participant,1
37587,Liuyi Zhong,C,Honorable Mention,25
37588,Fulong Chen,A,Successful Participant,570
37589,Yanghui Wu,A,Successful Participant,366
37590,Guocan Feng,A,Honorable Mention,28
37591,Zhenbo Wang,A,Honorable Mention,207
37592,Jinhong Zhang,B,Honorable Mention,570
37593,Zhuangchu Luo,A,Successful Participant,25
37594,Nanjing Huang,A,Successful Participant,3
37595,Yanhui Guan,D,Honorable Mention,28
37596,Min Yang,A,Successful Participant,1
37597,Jing Cui,A,Successful Participant,570
37598,Mei Lu,D,Honorable Mention,207
37599,Qingying Yu,A,Honorable Mention,570
37600,Longxiang Fang,A,Successful Participant,570
37601,Qinghui Zhang,C,Successful Participant,28
37602,Guangyu Ren,A,Successful Participant,53
37603,Youguang Zhang,A,Successful Participant,1
37604,mei yuan,A,Successful Participant,1
37605,Shaohui Zhang,A,Successful Participant,571
37606,Jun Ye,A,Meritorious,207
37607,Dai Dai,A,Successful Participant,16
37608,Mingzhi Mao,A,Honorable Mention,28
37609,Lianzu Jiao,D,Successful Participant,33
37610,Tan Yang,D,Successful Participant,33
37611,Yanhui Li,A,Meritorious,28
37612,Li Zhaoxiang,A,Successful Participant,128
37613,Zhenbo Wang,A,Successful Participant,207
37614,Zuoqiang Shi,A,Honorable Mention,207
37615,Jingheng Cai,A,Successful Participant,28
37616,YiQian Wang,A,Honorable Mention,57
37617,Shengqian Han,B,Successful Participant,1
37618,Dongxu Gao,C,Honorable Mention,47
37619,Haibin Zhang,B,Successful Participant,83
37620,Yanhui Li,A,Meritorious,28
37621,Xianfeng Wang,D,Honorable Mention,572
37622,Yong Xia,B,Honorable Mention,1
37623,Z.C. Luo,D,Meritorious,25
37624,Zhongyi Lu,D,Successful Participant,39
37625,MIN KONG,B,Successful Participant,57
37626,Baodong LIU,,Successful Participant,210
37627,Zhuangchu Luo,D,Honorable Mention,25
37628,Baodong LIU,D,Honorable Mention,210
37629,Baodong LIU,D,Honorable Mention,210
37630,Bin Hou,B,Honorable Mention,6
37631,Wenbo ZHANG,B,Honorable Mention,6
37632,daoping wang,D,Successful Participant,9
37633,Hui Hu,D,Honorable Mention,573
37634,Dan Wang,A,Successful Participant,574
37635,Baodong LIU,B,Successful Participant,210
37636,Dan Wang,D,Honorable Mention,574
37637,Dan Wang,D,Successful Participant,574
37638,Dan Wang,A,Successful Participant,574
37639,Dan Wang,C,Honorable Mention,574
37640,Haiyan Sun,A,Successful Participant,1
37641,Ying Gao,B,Successful Participant,6
37642,Dan Wang,A,Successful Participant,574
37643,Dan Wang,A,Honorable Mention,574
37644,Shaohui Zhang,A,Successful Participant,33
37645,Dan Wang,A,Honorable Mention,574
37646,Limei Xu,A,Successful Participant,47
37647,Wei Feng,B,Successful Participant,1
37648,Dan Wang,B,Honorable Mention,574
37649,Dan Wang,D,Meritorious,574
37650,Jinbin Wang,A,Successful Participant,39
37651,Jia-Liang Lu,B,Successful Participant,69
37652,Jing Sun,A,Honorable Mention,1
37653,Minglan Wang,A,Honorable Mention,33
37655,Yi Qi,A,Honorable Mention,1
37656,xiaomin wang,A,Successful Participant,69
37657,Feng Xiangdong,D,Meritorious,575
37658,Feng Xiangdong,D,Successful Participant,575
37659,Zhibin Xiong,A,Successful Participant,33
37660,Mike Prest,D,Honorable Mention,307
37661,Shaohui Zhang,A,Successful Participant,33
37663,Peixing Li,A,Honorable Mention,28
37664,Mark H Goadrich,A,Successful Participant,576
37665,Mark H Goadrich,B,Meritorious,576
37668,Li Jiang,B,Successful Participant,69
37669,Joshua Shelor,B,Honorable Mention,577
37670,XIAOJUN ZENG,D,Successful Participant,307
37671,Chris Lynd,A,Successful Participant,578
37672,Daniel B Szyld,A,Honorable Mention,579
37673,Cammey C Manning,A,Honorable Mention,580
37674,James W Bisgard,B,Successful Participant,581
37675,Zhenmin Zou,B,Successful Participant,307
37676,Jing Qin,B,Meritorious,287
37677,Haibin Duan,A,Honorable Mention,1
37678,bo wen zhang,C,Successful Participant,6
37679,Zhujun Fan,C,Successful Participant,28
37680,Yanhui Guan,B,Successful Participant,28
37681,Thomas Hoft,A,Honorable Mention,582
37683,Zuguo He,D,Honorable Mention,6
37684,YanHai Li,B,Honorable Mention,342
37685,Nan Li,A,Successful Participant,303
37686,Yong ZUO,A,Honorable Mention,6
37687,Dai Dai,A,Meritorious,16
37688,Yong ZUO,A,Honorable Mention,6
37689,Yong Liu,B,Honorable Mention,104
37690,QianZhi Zhou,B,Successful Participant,342
37691,Yong ZUO,A,Successful Participant,6
37692,Xiaobao Zhu,D,Meritorious,39
37693,Yong ZUO,B,Successful Participant,6
37694,Baodong LIU,C,Honorable Mention,210
37695,Heng Liang,C,Successful Participant,207
37696,Dandan Li,D,Successful Participant,87
37697,Guangchen Liu,C,Honorable Mention,583
37698,Yanbin Tang,A,Successful Participant,262
37699,Baodong LIU,D,Honorable Mention,210
37700,Ruilin Wang,B,Honorable Mention,104
37701,Jian Jin,B,Honorable Mention,50
37702,Xiuxiang Liu,B,Honorable Mention,33
37703,Jun Ye,B,Honorable Mention,207
37704,Wenbo Zhang,D,Successful Participant,6
37705,Lei Xu,A,Successful Participant,342
37706,Li Cui,A,Successful Participant,50
37707,Sihui He,B,Successful Participant,66
37708,Xiaoming Fan,D,Honorable Mention,138
37709,Gang Liu,A,Honorable Mention,39
37710,JIANXIN ZHU,A,Successful Participant,63
37711,deshu Gong,C,Successful Participant,354
37712,Guangchen Liu,A,Successful Participant,583
37713,Wan Fuyong,A,Successful Participant,66
37714,Shaohui Zhang,C,Successful Participant,33
37715,Zhenbo Wang,A,Meritorious,207
37716,Christina M Weaver,B,Successful Participant,584
37717,Zhao Xin chao,A,Meritorious,6
37718,Christina M Weaver,A,Meritorious,584
37719,Xianfa Jiao,A,Honorable Mention,495
37720,Christina M Weaver,A,Honorable Mention,584
37721,Yanping Cao,C,Successful Participant,104
37722,Liuyi Zhong,A,Successful Participant,25
37723,Yuanming Hu,B,Successful Participant,25
37724,luoyi Shi,B,Honorable Mention,294
37725,Chaolun Zhang,B,Finalist,585
37726,Xiuyun Zheng,D,Successful Participant,104
37727,Xiaoyi Yang,A,Successful Participant,554
37728,Li Liu,A,Successful Participant,6
37729,Zhiheng Huang,B,Honorable Mention,28
37730,Enli Guo,A,Successful Participant,83
37731,Shaowen Li,A,Honorable Mention,586
37732,Zhibin Xiong,D,Honorable Mention,33
37733,Yanhui Guan,D,Successful Participant,28
37734,Aijiao Deng,D,Honorable Mention,25
37735,Yongfei Jin,C,Successful Participant,45
37736,Haiju Fan,A,Successful Participant,231
37737,Yanhui Guan,D,Successful Participant,28
37738,Fei Wang,B,Successful Participant,128
37739,Duanling Li,D,Honorable Mention,6
37740,Liang Bao,B,Successful Participant,35
37741,Xuelin Yong,A,Successful Participant,70
37742,Yanzhong Zhao,B,Successful Participant,200
37743,Li Cui,A,Successful Participant,50
37744,Quan Yuan,A,Successful Participant,455
37745,SI SHEN,A,Successful Participant,128
37746,Quan Yuan,A,Honorable Mention,455
37747,Quan Yuan,A,Successful Participant,455
37748,Yuqin Zhang,B,Successful Participant,303
37749,Aijiao Deng,C,Honorable Mention,25
37750,JIANXIN ZHU,B,Successful Participant,63
37751,Yaofeng Zhang,A,Successful Participant,587
37752,Dongwei Huang,A,Successful Participant,294
37753,Xiaoying Wang,A,Successful Participant,70
37754,Edy Soewono,B,Honorable Mention,588
37755,Dan Wang,A,Honorable Mention,574
37756,Yuanming Hu,D,Honorable Mention,25
37757,Dan Wang,C,Honorable Mention,574
37758,Dan Wang,B,Successful Participant,574
37759,Zuo Xiang,D,Honorable Mention,589
37760,Edy Soewono,A,Meritorious,588
37761,Jun Ye,B,Successful Participant,207
37762,Dan Wang,A,Meritorious,574
37763,Dan Wang,A,Successful Participant,574
37764,Zhuangchu Luo,B,Successful Participant,25
37765,Dan Wang,C,Honorable Mention,574
37766,Dan Wang,D,Honorable Mention,574
37767,Mochamad Apri,B,Honorable Mention,588
37768,Wan Fuyong,A,Honorable Mention,66
37769,Dan Wang,D,Honorable Mention,574
37770,Dan Wang,D,Honorable Mention,574
37771,Jianxin Yin,B,Successful Participant,39
37772,Mochamad Apri,D,Honorable Mention,588
37773,Dan Wang,A,Honorable Mention,574
37774,Dan Wang,A,Meritorious,574
37775,Jun Ye,A,Meritorious,207
37776,Zuo Xiang,D,Successful Participant,589
37777,Dan Wang,D,Meritorious,574
37778,Dan Wang,D,Meritorious,574
37779,Kuntjoro Adji Sidarto,A,Successful Participant,588
37780,Dan Wang,D,Honorable Mention,574
37781,Haiju Fan,B,Successful Participant,231
37782,Dan Wang,D,Meritorious,574
37783,Weihong Luo,B,Successful Participant,334
37784,Qing Sheng,D,Meritorious,6
37785,Dan Wang,A,Successful Participant,574
37786,Xiaoxia Mu,B,Successful Participant,231
37787,Dan Wang,A,Meritorious,574
37788,Xudong Cao,D,Honorable Mention,590
37789,Dan Wang,D,Honorable Mention,574
37790,Xiaoxia Mu,A,Successful Participant,231
37791,Dan Wang,A,Successful Participant,574
37792,Dan Wang,A,Successful Participant,574
37793,Xiang Gao,A,Successful Participant,229
37794,Gu Wenya,A,Successful Participant,589
37795,Dan Wang,B,Successful Participant,574
37796,Yuqin Zhang,A,Successful Participant,303
37797,Dian Xin,A,Successful Participant,9
37798,Dan Wang,D,Successful Participant,574
37799,Chen Gui Lei,A,Successful Participant,591
37800,Xiangmei Zhang,A,Honorable Mention,258
37801,Wenjun Xu,C,Honorable Mention,6
37802,Guan Linlin,B,Successful Participant,589
37803,Dan Wang,A,Successful Participant,574
37804,Dan Wang,B,Successful Participant,574
37805,Ma Fang Fang,A,Successful Participant,591
37806,Dan Wang,D,Meritorious,574
37807,Weijia Zhao,B,Successful Participant,374
37808,Lin Sang,A,Successful Participant,6
37809,Guan Linlin,D,Honorable Mention,589
37810,Dan Wang,A,Successful Participant,574
37811,Wang Lu Xin,B,Successful Participant,591
37812,Baodong LIU,A,Successful Participant,210
37813,Dan Wang,D,Successful Participant,574
37814,Chao Yang,A,Successful Participant,64
37815,Shaohui Zhang,D,Successful Participant,33
37816,Hanpin Wang,A,Honorable Mention,47
37817,Xu Ya Peng,A,Successful Participant,591
37818,Dan Wang,C,Successful Participant,574
37819,Yuying Wang,C,Honorable Mention,104
37820,Xu Zhifen,A,Successful Participant,589
37821,Dan Wang,A,Successful Participant,574
37822,Junqing Chen,A,Meritorious,207
37823,Xinyu Wang,B,Successful Participant,479
37824,Zhang Xiang Hu,A,Successful Participant,591
37825,Dan Wang,A,Honorable Mention,574
37826,Qiaozhen Zhang,B,Successful Participant,9
37827,Shaohui Zhang,D,Honorable Mention,33
37828,Dan Wang,B,Successful Participant,574
37829,Dan Wang,C,Honorable Mention,574
37830,Dan Wang,A,Honorable Mention,574
37831,Dan Wang,B,Successful Participant,574
37832,Yi Zhang,D,Successful Participant,76
37833,Dan Wang,A,Honorable Mention,574
37834,BAODONG LIU,A,Meritorious,210
37835,Dan Wang,B,Honorable Mention,574
37836,Fang ying Chen,A,Successful Participant,128
37837,Hongyan Zhang,A,Honorable Mention,372
37838,Dan Wang,A,Honorable Mention,574
37839,Kairu Zhang,B,Successful Participant,76
37840,Dan Wang,A,Honorable Mention,574
37841,Jing Qi,A,Successful Participant,592
37842,Dan Wang,A,Successful Participant,574
37843,Dan Wang,C,Honorable Mention,574
37844,Ming Li,B,Successful Participant,9
37845,Lu Wang,A,Successful Participant,12
37846,Mu Lin,D,Successful Participant,138
37847,Liping Zhang,B,Successful Participant,251
37848,Ping Li Sun,B,Successful Participant,593
37849,Mao-fa Gong,A,Successful Participant,76
37850,Gang Li,A,Successful Participant,594
37851,Shenquan Liu,D,Honorable Mention,205
37852,Zhenglu Yang,A,Successful Participant,9
37853,Zhi Wang,A,Successful Participant,528
37854,Honggang Zeng,A,Successful Participant,303
37855,Qingbang Zhang,A,Honorable Mention,376
37856,Liuyi Zhong,A,Successful Participant,25
37857,Dahai Han,B,Successful Participant,6
37858,Jiancheng Hu,B,Successful Participant,166
37859,Zhangchu Luo,A,Honorable Mention,25
37860,Yuguang Li,B,Successful Participant,595
37861,Yanhui Guan,A,Meritorious,5
37862,Weiliang Wang,A,Honorable Mention,5
37863,Yuanming Hu,A,Honorable Mention,596
37864,Baodong Liu,A,Meritorious,210
37865,Zhenglu Jiang,A,Successful Participant,28
37866,Songlin Wang,A,Successful Participant,303
37867,Ying Zhang,A,Successful Participant,9
37868,Ying Zhang,B,Successful Participant,9
37869,Deying Li,A,Successful Participant,39
37870,YinDi Zhang,A,Successful Participant,597
37871,Qun Mo,A,Successful Participant,63
37872,Xinqi Hu,D,Successful Participant,25
37873,Xueli Song,A,Successful Participant,597
37874,Qingsong Tang,A,Successful Participant,598
37875,Wendong Shi,B,Honorable Mention,39
37876,Hongzhi Xue,C,Successful Participant,597
37877,Wendong Shi,A,Meritorious,39
37878,Qingsong Tang,B,Successful Participant,598
37879,Weiqiong Wang,A,Successful Participant,597
37880,Yue Sun,D,Meritorious,599
37881,Jian Guo,A,Successful Participant,66
37882,Weiqiong Wang,A,Successful Participant,597
37883,Qi Wang,A,Successful Participant,600
37884,Aijiao Deng,B,Honorable Mention,25
37885,Supei Zheng,A,Honorable Mention,597
37886,Peixing Li,A,Successful Participant,28
37887,Kedi Jing,A,Successful Participant,9
37888,Kaiming Wang,A,Successful Participant,597
37889,Wei Feng,A,Successful Participant,1
37891,Fenjin Liu,B,Honorable Mention,597
37892,Fenjin Liu,D,Successful Participant,597
37893,Yujie Zhang,A,Successful Participant,412
37894,Yanmei Hu,A,Successful Participant,597
37895,YunLong Sun,B,Successful Participant,16
37896,Yanhui Li,B,Successful Participant,28
37897,Qing Guo,B,Successful Participant,128
37898,Zhuangchu Luo,D,Successful Participant,25
37899,Axia Wang,A,Successful Participant,597
37900,Axia Wang,D,Finalist,597
37901,Yuan Hongjun,A,Successful Participant,378
37902,Limei Ren,D,Honorable Mention,597
37903,Limei Ren,B,Successful Participant,597
37904,Deng Liubao,A,Honorable Mention,378
37905,Hunan Li,A,Successful Participant,33
37906,Yi Wang,B,Successful Participant,597
37907,Chungen Xu,B,Successful Participant,601
37908,FanQi Meng,B,Successful Participant,602
37909,Qiao Yan,C,Meritorious,597
37910,Tian Xiaolan,D,Honorable Mention,378
37911,Guangdong Huang,D,Successful Participant,603
37912,Qunhui Li,A,Successful Participant,597
37913,Chungen Xu,A,Honorable Mention,601
37914,Chungen Xu,C,Successful Participant,601
37915,Min Su,B,Successful Participant,495
37916,Xia Maosen,A,Successful Participant,378
37917,Wenjie Wang,A,Successful Participant,597
37918,Hao Yang,A,Successful Participant,602
37919,Haiyan Sun,A,Successful Participant,1
37920,Chungen Xu,A,Successful Participant,601
37921,Chungen Xu,B,Successful Participant,601
37922,Zhengjun Zhang,B,Successful Participant,601
37923,Qin Liu,A,Successful Participant,602
37924,Zhengjun Zhang,B,Successful Participant,601
37925,Zhibin Xiong,A,Successful Participant,33
37926,Zhengjun Zhang,B,Successful Participant,601
37927,Jinhua Fan,B,Successful Participant,601
37928,Yuelong Li,B,Successful Participant,294
37929,Jinhua Fan,A,Successful Participant,601
37930,Jinhua Fan,B,Successful Participant,601
37931,Meng Xu,B,Successful Participant,601
37932,Caigen Zhou,A,Honorable Mention,602
37933,Meng Xu,A,Successful Participant,601
37935,Xiuxiang Liu,A,Successful Participant,33
37936,Xiuxiang Liu,A,Meritorious,33
37937,Liwei Liu,D,Successful Participant,601
37938,Liwei Liu,B,Successful Participant,601
37939,Liwei Liu,A,Meritorious,601
37940,Jun Zhang,B,Honorable Mention,601
37941,YaJie Li,A,Successful Participant,6
37942,Aihua Gu,A,Meritorious,602
37943,Jun Zhang,A,Honorable Mention,601
37944,Xiangyun Zhang,A,Meritorious,66
37945,Jun Zhang,A,Successful Participant,601
37946,Zhipeng Qiu,D,Honorable Mention,601
37947,Zhipeng Qiu,B,Successful Participant,601
37948,Zhipeng Qiu,D,Successful Participant,601
37949,Linlin Shao,A,Successful Participant,47
37950,Bennian Dou,A,Honorable Mention,601
37951,Bennian Dou,A,Meritorious,601
37952,WenYa Xing,A,Honorable Mention,71
37953,Baocheng Li,A,Successful Participant,601
37954,Zheng Lin,C,Successful Participant,378
37955,Baocheng Li,B,Meritorious,601
37956,Li Cui,A,Successful Participant,50
37957,Haishan Han,A,Successful Participant,604
37958,Yuan Xu,A,Successful Participant,601
37959,Yuan Xu,A,Successful Participant,601
37960,Aijiao Deng,A,Successful Participant,25
37961,XUAN LIU,A,Successful Participant,6
37962,Min Kong,B,Honorable Mention,57
37963,Zhu Hailong,A,Successful Participant,378
37964,Li Cui,B,Honorable Mention,50
37965,Zhang Kongsheng,D,Meritorious,378
37966,yuehong Chen,B,Successful Participant,605
37967,Yang Guiyuan,D,Successful Participant,378
37968,Junping Du,B,Successful Participant,6
37969,Li Qingdong,A,Successful Participant,378
37970,Lianzu Jiao,A,Successful Participant,33
37971,Li Fanqun,D,Honorable Mention,378
